UF,Município,Situação do Plano,Valor Disponível
MG,GAMELEIRAS,Autorizado,67038.88
BA,GANDU,Autorizado,315425.36
PE,GARANHUNS,Autorizado,1176976.28
SE,GARARU,Autorizado,120803.08
SP,GARCA,Autorizado,407441.02
RS,GARIBALDI,Autorizado,325129.17
SC,GAROPABA,Autorizado,228456.3
PA,GARRAFAO DO NORTE,Autorizado,238678
RS,GARRUCHOS,Autorizado,48696.56
SC,GARUVA,Autorizado,183244.88
SC,GASPAR,Autorizado,612844.64
SP,GASTAO VIDIGAL,Autorizado,63925.7
MT,GAUCHA DO NORTE,Autorizado,79768.57
RS,GAURAMA,Autorizado,66678.18
BA,GAVIAO,Autorizado,63738.82
SP,GAVIAO PEIXOTO,Autorizado,63440.82
PI,GEMINIANO,Autorizado,64217.61
RS,GENERAL CAMARA,Autorizado,86710.09
PR,GENERAL CARNEIRO,Autorizado,150072.08
MT,GENERAL CARNEIRO,Autorizado,64619.95
SE,GENERAL MAYNARD,Autorizado,54041.62
SP,GENERAL SALGADO,Autorizado,115067.43
CE,GENERAL SAMPAIO,Autorizado,86499.61
RS,GENTIL,Autorizado,40162.89
BA,GENTIO DO OURO,Autorizado,122352.05
SP,GETULINA,Autorizado,119431.22
RS,GETULIO VARGAS,Autorizado,160168.54
PI,GILBUES,Autorizado,109141.85
AL,GIRAU DO PONCIANO,Autorizado,389127.9
RS,GIRUA,Autorizado,166846.55
MG,GLAUCILANDIA,Autorizado,53829.74
SP,GLICERIO,Autorizado,63447.76
BA,GLORIA,Autorizado,160850.26
MT,GLORIA D'OESTE,Em Elaboração,45668.6
MS,GLORIA DE DOURADOS,Autorizado,100315.82
PE,GLORIA DO GOITA,Autorizado,301628.2
RS,GLORINHA,Autorizado,86467.64
MA,GODOFREDO VIANA,Autorizado,120109.85
PR,GODOY MOREIRA,Autorizado,53009.23
MG,GOIABEIRA,Autorizado,55388.22
MG,GOIANA,Autorizado,59627.36
PE,GOIANA,Autorizado,699460.06
GO,GOIANAPOLIS,Autorizado,115781.51
GO,GOIANDIRA,Autorizado,67699.48
GO,GOIANESIA,Autorizado,622808.26
PA,GOIANESIA DO PARA,Autorizado,362632.36
GO,GOIANIA,Autorizado,12114588.83
RN,GOIANINHA,Autorizado,260389.01
GO,GOIANIRA,Autorizado,415765.07
TO,GOIANORTE,Autorizado,60090.93
GO,GOIAS,Autorizado,219880.59
TO,GOIATINS,Autorizado,123904.72
GO,GOIATUBA,Autorizado,313803.29
PR,GOIOERE,Autorizado,276656.14
PR,GOIOXIM,Autorizado,81734.1
MG,GONCALVES,Autorizado,62023.97
MA,GONCALVES DIAS,Autorizado,178758.73
BA,GONGOGI,Autorizado,80605.25
MG,GONZAGA,Autorizado,74658.21
MG,GOUVEIA,Autorizado,124242.33
GO,GOUVELANDIA,Não Cadastrado,70650.23
MA,GOVERNADOR ARCHER,Autorizado,111984.87
SC,GOVERNADOR CELSO RAMOS,Autorizado,146186.02
RN,GOVERNADOR DIX-SEPT ROSADO,Autorizado,132752.57
MA,GOVERNADOR EDISON LOBAO,Autorizado,184210.02
MA,GOVERNADOR EUGENIO BARROS,Autorizado,147179.66
RO,GOVERNADOR JORGE TEIXEIRA,Autorizado,72076.2
ES,GOVERNADOR LINDENBERG,Autorizado,130414.62
MA,GOVERNADOR LUIZ ROCHA,Autorizado,81770.36
BA,GOVERNADOR MANGABEIRA,Autorizado,210362.13
MA,GOVERNADOR NEWTON BELLO,Autorizado,97306.87
MA,GOVERNADOR NUNES FREIRE,Autorizado,240115.41
MG,GOVERNADOR VALADARES,Autorizado,2248642.22
CE,GRACA,Autorizado,154348.36
MA,GRACA ARANHA,Autorizado,70569.93
SE,GRACHO CARDOSO,Autorizado,70734.88
MA,GRAJAU,Autorizado,598468.32
RS,GRAMADO,Autorizado,332540.72
RS,GRAMADO DOS LOUREIROS,Autorizado,43051.32
RS,GRAMADO XAVIER,Autorizado,59273.56
PR,GRANDES RIOS,Autorizado,70526.77
PE,GRANITO,Autorizado,85531.14
CE,GRANJA,Autorizado,502045.17
CE,GRANJEIRO,Autorizado,65837.35
MG,GRAO MOGOL,Autorizado,163471.07
SC,GRAO PARA,Autorizado,72317.75
PE,GRAVATA,Autorizado,744839.18
RS,GRAVATAI,Autorizado,2225683.17
SC,GRAVATAL,Autorizado,115984.67
CE,GROAIRAS,Autorizado,121310.67
RN,GROSSOS,Autorizado,114923.34
MG,GRUPIARA,Autorizado,41424.08
RS,GUABIJU,Autorizado,39186.23
SC,GUABIRUBA,Autorizado,234357.82
ES,GUACUI,Autorizado,297388.22
PI,GUADALUPE,Autorizado,107742.67
RS,GUAIBA,Autorizado,825836.52
SP,GUAICARA,Autorizado,125879.95
SP,GUAIMBE,Autorizado,70125.07
PR,GUAIRA,Autorizado,320737.18
SP,GUAIRA,Autorizado,375680.1
PR,GUAIRACA,Autorizado,79226.66
CE,GUAIUBA,Autorizado,259912.66
AM,GUAJARA,Autorizado,168684.87
RO,GUAJARA-MIRIM,Autorizado,400698.61
BA,GUAJERU,Autorizado,77273.53
RN,GUAMARE,Autorizado,165021.21
PR,GUAMIRANGA,Autorizado,94783.95
BA,GUANAMBI,Autorizado,745882.29
MG,GUANHAES,Autorizado,326034.69
MG,GUAPE,Autorizado,151875.82
SP,GUAPIACU,Autorizado,212806.96
SP,GUAPIARA,Autorizado,176850.64
RJ,GUAPIMIRIM,Autorizado,537043.57
PR,GUAPIRAMA,Autorizado,59360.98
GO,GUAPO,Autorizado,146006.57
RS,GUAPORE,Autorizado,249018.28
PR,GUAPOREMA,Autorizado,48777.04
SP,GUARA,Autorizado,208006.79
PB,GUARABIRA,Autorizado,527102.89
SP,GUARACAI,Autorizado,87109.26
PR,GUARACI,Autorizado,71759.7
SP,GUARACI,Autorizado,118717.79
SC,GUARACIABA,Autorizado,104292.47
MG,GUARACIABA,Autorizado,113824.62
CE,GUARACIABA DO NORTE,Autorizado,381546.83
MG,GUARACIAMA,Autorizado,66491.68
TO,GUARAI,Autorizado,240088.32
GO,GUARAITA,Autorizado,41759.1
CE,GUARAMIRANGA,Autorizado,67839.16
SC,GUARAMIRIM,Autorizado,412058.01
MG,GUARANESIA,Autorizado,195350.15
MG,GUARANI,Autorizado,93651.13
SP,GUARANI D'OESTE,Autorizado,43734.47
RS,GUARANI DAS MISSOES,Autorizado,80157.46
GO,GUARANI DE GOIAS,Autorizado,54892.07
PR,GUARANIACU,Autorizado,138352.16
SP,GUARANTA,Autorizado,76213.61
MT,GUARANTA DO NORTE,Autorizado,318955.08
ES,GUARAPARI,Autorizado,1060284.62
PR,GUARAPUAVA,Autorizado,1556119.14
PR,GUARAQUECABA,Autorizado,85592.26
MG,GUARARA,Autorizado,57833.35
SP,GUARARAPES,Autorizado,310117.07
SP,GUARAREMA,Autorizado,280808.21
BA,GUARATINGA,Autorizado,208734.36
SP,GUARATINGUETA,Autorizado,1022793.31
PR,GUARATUBA,Autorizado,362837.44
MG,GUARDA-MOR,Não Cadastrado,77248.8
SP,GUAREI,Autorizado,193114.46
SP,GUARIBA,Autorizado,372729.33
PI,GUARIBAS,Autorizado,57955.91
GO,GUARINOS,Autorizado,40207.53
SP,GUARUJA,Autorizado,2498250.78
SC,GUARUJA DO SUL,Autorizado,62447.24
SP,GUARULHOS,Autorizado,9989052.25
SC,GUATAMBU,Autorizado,58956.23
SP,GUATAPARA,Autorizado,83659.77
MG,GUAXUPE,Autorizado,478493.23
MS,GUIA LOPES DA LAGUNA,Autorizado,99069.03
MG,GUIDOVAL,Autorizado,80490.49
MA,GUIMARAES,Autorizado,119153.98
MG,GUIMARANIA,Autorizado,88400.73
MT,GUIRATINGA,Autorizado,150622.16
MG,GUIRICEMA,Autorizado,89287.35
MG,GURINHATA,Autorizado,70031.22
PB,GURINHEM,Autorizado,150446.04
PB,GURJAO,Autorizado,55648.19
PA,GURUPA,Autorizado,302113.22
TO,GURUPI,Autorizado,726917.79
SP,GUZOLANDIA,Em Elaboração,66938.81
RS,HARMONIA,Autorizado,63353.37
GO,HEITORAI,Autorizado,54483.39
MG,HELIODORA,Autorizado,77699.03
BA,HELIOPOLIS,Autorizado,144911.98
SP,HERCULANDIA,Autorizado,96744.26
RS,HERVAL,Autorizado,76098.44
SC,HERVAL D'OESTE,Autorizado,210979.26
RS,HERVEIRAS,Autorizado,49860.21
CE,HIDROLANDIA,Autorizado,204806.62
GO,HIDROLANDIA,Autorizado,213206.18
GO,HIDROLINA,Autorizado,52460.8
SP,HOLAMBRA,Autorizado,157938.71
PR,HONORIO SERPA,Autorizado,68109.36
CE,HORIZONTE,Autorizado,613506.55
RS,HORIZONTINA,Autorizado,192592.96
SP,HORTOLANDIA,Autorizado,1892811.7
PI,HUGO NAPOLEAO,Autorizado,53155.72
RS,HULHA NEGRA,Autorizado,76701.08
RS,HUMAITA,Autorizado,61587.06
AM,HUMAITA,Autorizado,489786.42
MA,HUMBERTO DE CAMPOS,Autorizado,265335.41
SP,IACANGA,Autorizado,123012.31
GO,IACIARA,Autorizado,146068.92
SP,IACRI,Não Cadastrado,73332.12
BA,IACU,Autorizado,243228.93
MG,IAPU,Autorizado,119213.55
SP,IARAS,Autorizado,97693.21
PE,IATI,Autorizado,199544.72
PR,IBAITI,Autorizado,309356.67
RS,IBARAMA,Autorizado,59377.46
CE,IBARETAMA,Autorizado,136313.83
SP,IBATE,Autorizado,327939.37
AL,IBATEGUARA,Autorizado,164608.02
ES,IBATIBA,Autorizado,255445.72
PR,IBEMA,Autorizado,77508.85
MG,IBERTIOGA,Autorizado,66450.12
MG,IBIA,Autorizado,250960.47
RS,IBIACA,Autorizado,61434.69
MG,IBIAI,Autorizado,90548
SC,IBIAM,Autorizado,39977.14
CE,IBIAPINA,Autorizado,250610.16
PB,IBIARA,Autorizado,72272.18
BA,IBIASSUCE,Autorizado,114767.35
BA,IBICARAI,Autorizado,212322.38
SC,IBICARE,Autorizado,48303
BA,IBICOARA,Autorizado,204751.54
BA,IBICUI,Autorizado,167880.81
CE,IBICUITINGA,Autorizado,131776.87
PE,IBIMIRIM,Autorizado,281891.6
BA,IBIPEBA,Autorizado,193883.58
BA,IBIPITANGA,Autorizado,159063.17
PR,IBIPORA,Autorizado,507715.06
BA,IBIQUERA,Autorizado,61175.96
SP,IBIRA,Autorizado,127424.62
MG,IBIRACATU,Autorizado,68812.12
MG,IBIRACI,Autorizado,150899.16
ES,IBIRACU,Autorizado,128018
RS,IBIRAIARAS,Autorizado,79284.71
PE,IBIRAJUBA,Autorizado,86826.43
SC,IBIRAMA,Autorizado,186167.94
BA,IBIRAPITANGA,Autorizado,239647.85
BA,IBIRAPUA,Autorizado,93682.79
RS,IBIRAPUITA,Autorizado,56572.18
SP,IBIRAREMA,Autorizado,84809.6
BA,IBIRATAIA,Autorizado,166557.9
MG,IBIRITE,Autorizado,1568900.82
RS,IBIRUBA,Autorizado,199713.57
BA,IBITIARA,Autorizado,169273.07
SP,IBITINGA,Autorizado,543201.01
ES,IBITIRAMA,Autorizado,91194.26
BA,IBITITA,Autorizado,184373.28
MG,IBITIURA DE MINAS,Autorizado,56046.27
MG,IBITURUNA,Autorizado,52624.49
SP,IBIUNA,Autorizado,684167.74
BA,IBOTIRAMA,Autorizado,264881.69
CE,ICAPUI,Autorizado,205201.43
SC,ICARA,Autorizado,499134.2
MG,ICARAI DE MINAS,Autorizado,126936.81
PR,ICARAIMA,Autorizado,86402.7
MA,ICATU,Autorizado,253421.54
SP,ICEM,Autorizado,87836.56
BA,ICHU,Autorizado,76310.72
CE,ICO,Autorizado,603913.14
ES,ICONHA,Autorizado,147601.31
RN,IELMO MARINHO,Autorizado,149588.6
SP,IEPE,Autorizado,86901.46
AL,IGACI,Autorizado,256108.91
BA,IGAPORA,Autorizado,163717.88
SP,IGARACU DO TIETE,Autorizado,241714.11
PB,IGARACY,Autorizado,73761.41
SP,IGARAPAVA,Autorizado,293035.91
MG,IGARAPE,Autorizado,414737.16
MA,IGARAPE DO MEIO,Autorizado,145565.75
MA,IGARAPE GRANDE,Autorizado,115600.6
PA,IGARAPE-ACU,Autorizado,345703.58
PA,IGARAPE-MIRI,Autorizado,537512.38
PE,IGARASSU,Autorizado,1015972.6
SP,IGARATA,Autorizado,96619.56
MG,IGARATINGA,Autorizado,119636.08
BA,IGRAPIUNA,Autorizado,145029.75
AL,IGREJA NOVA,Autorizado,249694.83
RS,IGREJINHA,Autorizado,348354.98
RJ,IGUABA GRANDE,Autorizado,265108.08
BA,IGUAI,Autorizado,264396.85
SP,IGUAPE,Autorizado,295294
PE,IGUARACI,Autorizado,128936.15
PR,IGUARACU,Autorizado,64265.07
MG,IGUATAMA,Autorizado,86551.3
MS,IGUATEMI,Autorizado,165228.14
CE,IGUATU,Autorizado,892233.97
PR,IGUATU,Autorizado,48860.16
MG,IJACI,Autorizado,78003.81
RS,IJUI,Autorizado,717217.03
SP,ILHA COMPRIDA,Autorizado,119895.31
SE,ILHA DAS FLORES,Autorizado,89374.54
PE,ILHA DE ITAMARACA,Autorizado,264512.61
PI,ILHA GRANDE,Autorizado,91993.55
SP,ILHA SOLTEIRA,Autorizado,256017.66
SP,ILHABELA,Autorizado,330460.69
BA,ILHEUS,Autorizado,1435915.8
SC,ILHOTA,Autorizado,144745.26
MG,ILICINEA,Autorizado,129091
RS,ILOPOLIS,Autorizado,57029.33
PB,IMACULADA,Autorizado,124353.52
SC,IMARUI,Autorizado,102907.11
PR,IMBAU,Autorizado,137514.3
RS,IMBE,Autorizado,222204.45
MG,IMBE DE MINAS,Autorizado,80144.15
SC,IMBITUBA,Autorizado,404812.72
PR,IMBITUVA,Autorizado,319414.19
SC,IMBUIA,Autorizado,69983.49
RS,IMIGRANTE,Autorizado,50442.06
MA,IMPERATRIZ,Autorizado,2153037.98
PR,INACIO MARTINS,Autorizado,121361.3
GO,INACIOLANDIA,Autorizado,72028.64
PR,INAJA,Autorizado,54893.28
PE,INAJA,Autorizado,243441.68
MG,INCONFIDENTES,Autorizado,82991
MG,INDAIABIRA,Autorizado,82582.34
SC,INDAIAL,Autorizado,615760.77
SP,INDAIATUBA,Autorizado,2052956.22
CE,INDEPENDENCIA,Autorizado,257751.54
RS,INDEPENDENCIA,Autorizado,70882.66
SP,INDIANA,Autorizado,63662.51
PR,INDIANOPOLIS,Autorizado,64244.28
MG,INDIANOPOLIS,Autorizado,80372.73
SP,INDIAPORA,Autorizado,56756.62
GO,INDIARA,Autorizado,158169.78
SE,INDIAROBA,Autorizado,187705.25
MT,INDIAVAI,Autorizado,44394.09
PB,INGA,Autorizado,189082.73
MG,INGAI,Autorizado,51114.47
PE,INGAZEIRA,Autorizado,64411.72
RS,INHACORA,Autorizado,44235.76
BA,INHAMBUPE,Autorizado,381485.05
PA,INHANGAPI,Autorizado,116045.77
AL,INHAPI,Autorizado,194991.67
MG,INHAPIM,Autorizado,240632.8
MG,INHAUMA,Autorizado,75821.89
PI,INHUMA,Autorizado,149986.28
GO,INHUMAS,Autorizado,476384.35
MG,INIMUTABA,Autorizado,84501.01
MS,INOCENCIA,Autorizado,83913.48
SP,INUBIA PAULISTA,Autorizado,57927.21
SC,IOMERE,Autorizado,47090.84
MG,IPABA,Autorizado,194740.62
GO,IPAMERI,Autorizado,256197.11
MG,IPANEMA,Autorizado,203101.1
RN,IPANGUACU,Autorizado,161544.03
CE,IPAPORANGA,Autorizado,123928.96
MG,IPATINGA,Autorizado,2145912.83
CE,IPAUMIRIM,Autorizado,130232.21
SP,IPAUSSU,Autorizado,154890.98
RS,IPE,Autorizado,75606.63
BA,IPECAETA,Autorizado,153798.9
SP,IPERO,Autorizado,358280.32
SP,IPEUNA,Autorizado,84103.09
MG,IPIACU,Autorizado,61116.59
BA,IPIAU,Autorizado,428890.93
SP,IPIGUA,Não Cadastrado,68400.34
SC,IPIRA,Autorizado,56705.06
BA,IPIRA,Autorizado,543194.65
PR,IPIRANGA,Autorizado,161611.9
GO,IPIRANGA DE GOIAS,Autorizado,48595.73
MT,IPIRANGA DO NORTE,Autorizado,81631.85
PI,IPIRANGA DO PIAUI,Autorizado,94597.96
RS,IPIRANGA DO SUL,Autorizado,41908.42
AM,IPIXUNA,Autorizado,284002.23
PA,IPIXUNA DO PARA,Autorizado,563854.51
PE,IPOJUCA,Autorizado,851366.9
PR,IPORA,Autorizado,149940.47
GO,IPORA,Autorizado,294159.27
SC,IPORA DO OESTE,Autorizado,89440.47
SP,IPORANGA,Autorizado,58862.31
CE,IPU,Autorizado,390045.85
SP,IPUA,Autorizado,166174.51
SC,IPUACU,Autorizado,79396.82
PE,IPUBI,Autorizado,306255.23
RN,IPUEIRA,Autorizado,47113.96
CE,IPUEIRAS,Autorizado,361757.34
TO,IPUEIRAS,Autorizado,38978.46
MG,IPUIUNA,Autorizado,102170.93
SC,IPUMIRIM,Autorizado,79424.52
BA,IPUPIARA,Autorizado,102091.77
CE,IRACEMA,Autorizado,153905.06
RR,IRACEMA,Autorizado,103748.47
PR,IRACEMA DO OESTE,Autorizado,48617.73
SP,IRACEMAPOLIS,Autorizado,242829.3
SC,IRACEMINHA,Autorizado,53477.24
RS,IRAI,Autorizado,77753.93
MG,IRAI DE MINAS,Autorizado,80774.47
BA,IRAJUBA,Autorizado,83673.76
BA,IRAMAIA,Autorizado,87684.3
AM,IRANDUBA,Autorizado,429485.22
SC,IRANI,Autorizado,108524.63
SP,IRAPUA,Autorizado,86021.78
SP,IRAPURU,Autorizado,87788.07
BA,IRAQUARA,Autorizado,255544.57
BA,IRARA,Autorizado,280321.23
SC,IRATI,Autorizado,39526.93
PR,IRATI,Autorizado,558639.65
CE,IRAUCUBA,Autorizado,245657.58
BA,IRECE,Autorizado,656542.38
PR,IRETAMA,Autorizado,113825.11
SC,IRINEOPOLIS,Autorizado,113920.52
PA,IRITUIA,Autorizado,291806.35
ES,IRUPI,Autorizado,144754.44
PI,ISAIAS COELHO,Autorizado,85724.91
GO,ISRAELANDIA,Autorizado,47764.52
SC,ITA,Autorizado,68646.63
RS,ITAARA,Autorizado,67550.93
PB,ITABAIANA,Autorizado,242403.96
SE,ITABAIANA,Autorizado,822498.85
SE,ITABAIANINHA,Autorizado,384720.18
BA,ITABELA,Autorizado,302424.01
SP,ITABERA,Autorizado,180376.33
BA,ITABERABA,Autorizado,581388.28
GO,ITABERAI,Autorizado,402265
SE,ITABI,Autorizado,64071.44
MG,ITABIRA,Autorizado,1023425.74
MG,ITABIRINHA,Autorizado,123037.09
MG,ITABIRITO,Autorizado,483771.35
RJ,ITABORAI,Autorizado,1924394.48
BA,ITABUNA,Autorizado,1827161.58
TO,ITACAJA,Autorizado,76264.7
MG,ITACAMBIRA,Autorizado,69553.26
MG,ITACARAMBI,Autorizado,189538.69
BA,ITACARE,Autorizado,278561.85
AM,ITACOATIARA,Autorizado,856860.22
PE,ITACURUBA,Autorizado,67708.84
RS,ITACURUBI,Autorizado,52887.18
BA,ITAETE,Autorizado,167201.98
BA,ITAGI,Autorizado,128281.27
BA,ITAGIBA,Autorizado,154505.42
BA,ITAGIMIRIM,Autorizado,80134.24
ES,ITAGUACU,Autorizado,146901.72
BA,ITAGUACU DA BAHIA,Autorizado,156715.02
RJ,ITAGUAI,Autorizado,1104863.33
PR,ITAGUAJE,Autorizado,63925.65
MG,ITAGUARA,Autorizado,136010.72
GO,ITAGUARI,Autorizado,61008.32
GO,ITAGUARU,Autorizado,64471.66
TO,ITAGUATINS,Autorizado,64697.17
SP,ITAI,Autorizado,261184.98
PE,ITAIBA,Autorizado,258915.85
CE,ITAICABA,Autorizado,87448.56
PI,ITAINOPOLIS,Autorizado,115188.84
SC,ITAIOPOLIS,Autorizado,204530.53
MA,ITAIPAVA DO GRAJAU,Autorizado,157257.96
MG,ITAIPE,Autorizado,131854.74
PR,ITAIPULANDIA,Autorizado,124623.77
CE,ITAITINGA,Autorizado,365892.57
PA,ITAITUBA,Autorizado,826578.53
GO,ITAJA,Autorizado,59124.28
RN,ITAJA,Autorizado,84358.62
SC,ITAJAI,Autorizado,1800762.51
SP,ITAJOBI,Autorizado,156040.79
SP,ITAJU,Autorizado,57179.14
BA,ITAJU DO COLONIA,Autorizado,78270.96
MG,ITAJUBA,Autorizado,836420.47
BA,ITAJUIPE,Autorizado,206961.14
RJ,ITALVA,Autorizado,150760.57
BA,ITAMARAJU,Autorizado,578811.55
MG,ITAMARANDIBA,Autorizado,328195.82
AM,ITAMARATI,Autorizado,79400.25
MG,ITAMARATI DE MINAS,Autorizado,62266.41
BA,ITAMARI,Autorizado,88356.2
MG,ITAMBACURI,Autorizado,224393.68
PR,ITAMBARACA,Autorizado,78402.38
PR,ITAMBE,Autorizado,75590.17
BA,ITAMBE,Autorizado,233005.2
PE,ITAMBE,Autorizado,340750.03
MG,ITAMBE DO MATO DENTRO,Autorizado,45898.71
MG,ITAMOGI,Autorizado,112543.19
MG,ITAMONTE,Autorizado,162785.33
BA,ITANAGRA,Autorizado,77702.98
SP,ITANHAEM,Autorizado,882318.39
MG,ITANHANDU,Autorizado,160478.75
MT,ITANHANGA,Autorizado,73652.33
BA,ITANHEM,Autorizado,199494.21
MG,ITANHOMI,Autorizado,127345.47
MG,ITAOBIM,Autorizado,209085.74
SP,ITAOCA,Autorizado,52988.51
RJ,ITAOCARA,Autorizado,213790.77
GO,ITAPACI,Autorizado,231849.88
CE,ITAPAGE,Autorizado,490117.45
MG,ITAPAGIPE,Autorizado,160478.75
BA,ITAPARICA,Autorizado,221721.86
BA,ITAPE,Autorizado,90635.06
BA,ITAPEBI,Autorizado,114656.51
MG,ITAPECERICA,Autorizado,214370.78
SP,ITAPECERICA DA SERRA,Autorizado,1491092.79
MA,ITAPECURU MIRIM,Autorizado,588362.33
PR,ITAPEJARA D'OESTE,Autorizado,129001.42
SC,ITAPEMA,Autorizado,586002.74
ES,ITAPEMIRIM,Autorizado,322220.34
PR,ITAPERUCU,Autorizado,281913.49
RJ,ITAPERUNA,Autorizado,864201.22
PE,ITAPETIM,Autorizado,148430.32
BA,ITAPETINGA,Autorizado,679802.13
SP,ITAPETININGA,Autorizado,1404731.12
SP,ITAPEVA,Autorizado,809246.84
MG,ITAPEVA,Autorizado,100924.14
SP,ITAPEVI,Autorizado,1938257.56
BA,ITAPICURU,Autorizado,338941.4
CE,ITAPIPOCA,Autorizado,1108353.45
SP,ITAPIRA,Autorizado,653835.88
SC,ITAPIRANGA,Autorizado,171628.88
AM,ITAPIRANGA,Autorizado,90032.68
GO,ITAPIRAPUA,Autorizado,58902.63
SP,ITAPIRAPUA PAULISTA,Autorizado,59651.95
TO,ITAPIRATINS,Autorizado,50933.88
PE,ITAPISSUMA,Autorizado,264983.62
BA,ITAPITANGA,Autorizado,115425.38
CE,ITAPIUNA,Autorizado,208456.96
SC,ITAPOA,Autorizado,203678.56
SP,ITAPOLIS,Autorizado,391285.88
MS,ITAPORA,Autorizado,249992.33
TO,ITAPORA DO TOCANTINS,Autorizado,41222.69
SP,ITAPORANGA,Autorizado,155112.63
PB,ITAPORANGA,Autorizado,246539.16
SE,ITAPORANGA D'AJUDA,Autorizado,323728.67
PB,ITAPOROROCA,Autorizado,194582.5
RO,ITAPUA DO OESTE,Não Cadastrado,105191.67
RS,ITAPUCA,Autorizado,43058.24
SP,ITAPUI,Autorizado,148878.63
SP,ITAPURA,Autorizado,64500.63
GO,ITAPURANGA,Autorizado,243950.76
SP,ITAQUAQUECETUBA,Autorizado,2873018.03
BA,ITAQUARA,Autorizado,91154.57
RS,ITAQUI,Autorizado,345646.66
MS,ITAQUIRAI,Autorizado,212656.3
PE,ITAQUITINGA,Autorizado,184112.11
ES,ITARANA,Autorizado,112308.33
BA,ITARANTIM,Autorizado,204384.42
SP,ITARARE,Autorizado,451418.42
CE,ITAREMA,Autorizado,393142.07
SP,ITARIRI,Autorizado,182793.73
GO,ITARUMA,Autorizado,79384.74
RS,ITATI,Autorizado,45413.31
RJ,ITATIAIA,Autorizado,294502.4
MG,ITATIAIUCU,Autorizado,121076.84
SP,ITATIBA,Autorizado,1030149.44
RS,ITATIBA DO SUL,Autorizado,50719.14
BA,ITATIM,Autorizado,156285.56
SP,ITATINGA,Autorizado,206240.48
CE,ITATIRA,Autorizado,217911.88
PB,ITATUBA,Autorizado,118756.79
RN,ITAU,Autorizado,72410.14
MG,ITAU DE MINAS,Autorizado,165846.9
MT,ITAUBA,Autorizado,49956.22
AP,ITAUBAL,Autorizado,55188.54
GO,ITAUCU,Autorizado,90682.14
PI,ITAUEIRA,Autorizado,111489.99
MG,ITAUNA,Autorizado,813375.47
PR,ITAUNA DO SUL,Autorizado,51970.21
MG,ITAVERAVA,Autorizado,68680.51
MG,ITINGA,Autorizado,157306.32
MA,ITINGA DO MARANHAO,Autorizado,244493.06
MT,ITIQUIRA,Autorizado,136678.78
SP,ITIRAPINA,Autorizado,188722.96
SP,ITIRAPUA,Não Cadastrado,75534.8
BA,ITIRUCU,Autorizado,130650.2
BA,ITIUBA,Autorizado,349760.93
SP,ITOBI,Autorizado,84366.3
BA,ITORORO,Autorizado,207549.9
SP,ITU,Autorizado,1474302.57
BA,ITUACU,Autorizado,198552.16
BA,ITUBERA,Autorizado,277308.12
MG,ITUETA,Autorizado,73896.28
MG,ITUIUTABA,Autorizado,902690.92
GO,ITUMBIARA,Autorizado,892420.06
MG,ITUMIRIM,Autorizado,73231.32
SP,ITUPEVA,Autorizado,565227.82
PA,ITUPIRANGA,Autorizado,460528.6
SC,ITUPORANGA,Autorizado,239185.71
MG,ITURAMA,Autorizado,373236.49
MG,ITUTINGA,Autorizado,57791.79
SP,ITUVERAVA,Autorizado,382440.52
BA,IUIU,Autorizado,120648.09
ES,IUNA,Autorizado,273836
PR,IVAI,Autorizado,152759.62
PR,IVAIPORA,Autorizado,309578.33
PR,IVATE,Autorizado,90718
PR,IVATUBA,Autorizado,56119.3
MS,IVINHEMA,Autorizado,224244.6
GO,IVOLANDIA,Autorizado,44460.52
RS,IVORA,Autorizado,41790.67
RS,IVOTI,Autorizado,241184.22
PE,JABOATAO DOS GUARARAPES,Autorizado,5256421.89
SC,JABORA,Autorizado,53463.36
BA,JABORANDI,Autorizado,89776.16
SP,JABORANDI,Autorizado,78139.22
PR,JABOTI,Autorizado,70201.21
RS,JABOTICABA,Autorizado,54840.5
SP,JABOTICABAL,Autorizado,670085.85
MG,JABOTICATUBAS,Autorizado,206910.75
RN,JACANA,Autorizado,96133.98
BA,JACARACI,Autorizado,158135
PB,JACARAU,Autorizado,152814.96
AL,JACARE DOS HOMENS,Autorizado,69692.21
PA,JACAREACANGA,Autorizado,361309.35
SP,JACAREI,Autorizado,1889687.79
PR,JACAREZINHO,Autorizado,371800.55
SP,JACI,Não Cadastrado,80625.92
MT,JACIARA,Autorizado,250075.94
MG,JACINTO,Autorizado,127767.98
SC,JACINTO MACHADO,Autorizado,106876.13
BA,JACOBINA,Autorizado,713991.92
PI,JACOBINA DO PIAUI,Autorizado,65886.94
MG,JACUI,Autorizado,85124.42
AL,JACUIPE,Autorizado,82208.69
RS,JACUIZINHO,Não Cadastrado,47775.31
PA,JACUNDA,Autorizado,509555.53
SP,JACUPIRANGA,Autorizado,183881.21
MG,JACUTINGA,Autorizado,258074.15
RS,JACUTINGA,Autorizado,53413.61
PR,JAGUAPITA,Autorizado,151457.41
BA,JAGUAQUARA,Autorizado,501890.85
MG,JAGUARACU,Autorizado,53649.63
RS,JAGUARAO,Autorizado,249904.89
BA,JAGUARARI,Autorizado,323300.98
ES,JAGUARE,Autorizado,298891.33
CE,JAGUARETAMA,Autorizado,191001.77
RS,JAGUARI,Autorizado,112602.43
PR,JAGUARIAIVA,Autorizado,332477.9
CE,JAGUARIBARA,Autorizado,123811.2
CE,JAGUARIBE,Autorizado,326807.91
BA,JAGUARIPE,Autorizado,199016.26
