UF,Município,Situação do Plano,Valor Disponível
MG,LUZ,Autorizado,190383.74
SC,LUZERNA,Autorizado,65820.55
GO,LUZIANIA,Autorizado,1759229.74
PI,LUZILANDIA,Autorizado,238096.08
TO,LUZINOPOLIS,Autorizado,46680.92
RJ,MACAE,Autorizado,2074841.68
RN,MACAIBA,Autorizado,720405.07
BA,MACAJUBA,Autorizado,122587.56
RS,MACAMBARA,Autorizado,60388.77
SE,MACAMBIRA,Autorizado,78846.01
AP,MACAPA,Autorizado,4638597.11
PE,MACAPARANA,Autorizado,254046.41
BA,MACARANI,Autorizado,198282.03
SP,MACATUBA,Autorizado,179392.74
RN,MACAU,Autorizado,307272.93
SP,MACAUBAL,Autorizado,86527.43
BA,MACAUBAS,Autorizado,471191.88
SP,MACEDONIA,Autorizado,55440.55
AL,MACEIO,Autorizado,8739917.9
MG,MACHACALIS,Autorizado,81086.16
RS,MACHADINHO,Autorizado,66428.82
RO,MACHADINHO D'OESTE,Autorizado,357075.38
MG,MACHADO,Autorizado,391114.21
PE,MACHADOS,Autorizado,169605.13
SC,MACIEIRA,Autorizado,38626.46
RJ,MACUCO,Autorizado,65615.96
BA,MACURURE,Autorizado,86839.26
CE,MADALENA,Autorizado,204148.58
PI,MADEIRO,Autorizado,84270.3
BA,MADRE DE DEUS,Autorizado,216970.18
MG,MADRE DE DEUS DE MINAS,Autorizado,67281.33
PB,MAE D'AGUA,Autorizado,59187.71
PA,MAE DO RIO,Autorizado,268005.48
BA,MAETINGA,Autorizado,49670.76
SC,MAFRA,Autorizado,490614.41
PA,MAGALHAES BARATA,Autorizado,84203.08
MA,MAGALHAES DE ALMEIDA,Autorizado,194516.92
SP,MAGDA,Autorizado,51284.55
RJ,MAGE,Autorizado,1947425.66
BA,MAIQUINIQUE,Autorizado,115494.66
BA,MAIRI,Autorizado,194673.23
SP,MAIRINQUE,Autorizado,430257.45
SP,MAIRIPORA,Autorizado,877428.16
GO,MAIRIPOTABA,Autorizado,44896.88
SC,MAJOR GERCINO,Autorizado,50457.2
AL,MAJOR ISIDORO,Autorizado,205554.86
RN,MAJOR SALES,Autorizado,59845.17
SC,MAJOR VIEIRA,Autorizado,83317.31
MG,MALACACHETA,Autorizado,192177.74
BA,MALHADA,Autorizado,183174.97
BA,MALHADA DE PEDRAS,Autorizado,90815.16
SE,MALHADA DOS BOIS,Autorizado,56078.05
SE,MALHADOR,Autorizado,128353.13
PR,MALLET,Autorizado,150321.43
PB,MALTA,Autorizado,71357.86
PB,MAMANGUAPE,Autorizado,419580.5
GO,MAMBAI,Autorizado,92822.49
PR,MAMBORE,Autorizado,144800.89
MG,MAMONAS,Autorizado,77297.26
RS,MAMPITUBA,Não Cadastrado,49486.19
AM,MANACAPURU,Autorizado,817643.77
PB,MANAIRA,Autorizado,118195.73
AM,MANAQUIRI,Autorizado,279797.74
PE,MANARI,Autorizado,219119.48
AM,MANAUS,Autorizado,17634820.05
AC,MANCIO LIMA,Autorizado,176353.64
PR,MANDAGUACU,Autorizado,228432.95
PR,MANDAGUARI,Autorizado,328571.24
PR,MANDIRITUBA,Autorizado,269840.31
SP,MANDURI,Autorizado,98981.56
PR,MANFRINOPOLIS,Autorizado,50183.15
MG,MANGA,Autorizado,188679.78
RJ,MANGARATIBA,Autorizado,406577.87
PR,MANGUEIRINHA,Autorizado,181324.7
MG,MANHUACU,Autorizado,796883.07
MG,MANHUMIRIM,Autorizado,222225.63
AM,MANICORE,Autorizado,491241.01
PI,MANOEL EMIDIO,Autorizado,63351.78
PR,MANOEL RIBAS,Autorizado,149074.64
AC,MANOEL URBANO,Autorizado,87342.14
RS,MANOEL VIANA,Autorizado,79617.17
BA,MANOEL VITORINO,Autorizado,144898.13
BA,MANSIDAO,Autorizado,150979.75
MG,MANTENA,Autorizado,265783.53
ES,MANTENOPOLIS,Autorizado,158476.18
RS,MAQUINE,Autorizado,75682.83
MG,MAR DE ESPANHA,Autorizado,132374.22
AL,MAR VERMELHO,Autorizado,57840.68
GO,MARA ROSA,Autorizado,102045.92
AM,MARAA,Autorizado,177807.29
PA,MARABA,Autorizado,2266243.08
SP,MARABA PAULISTA,Autorizado,71738.99
MA,MARACACUME,Autorizado,205218.61
SP,MARACAI,Autorizado,147299.34
SC,MARACAJA,Autorizado,78136.16
MS,MARACAJU,Autorizado,444039.75
PA,MARACANA,Autorizado,262256.35
CE,MARACANAU,Autorizado,1954681.24
BA,MARACAS,Autorizado,204633.78
AL,MARAGOGI,Autorizado,321084.35
BA,MARAGOGIPE,Autorizado,421500.18
PE,MARAIAL,Autorizado,120852.76
MA,MARAJA DO SENA,Autorizado,80932.23
CE,MARANGUAPE,Autorizado,1108284.18
MA,MARANHAOZINHO,Autorizado,161386.25
PA,MARAPANIM,Autorizado,255357.4
SP,MARAPOAMA,Autorizado,51360.74
RS,MARATA,Autorizado,47740.68
ES,MARATAIZES,Autorizado,362029.46
RS,MARAU,Autorizado,411817.79
BA,MARAU,Autorizado,209420.09
SC,MARAVILHA,Autorizado,245031.8
AL,MARAVILHA,Autorizado,95078.44
MG,MARAVILHAS,Autorizado,88019.76
PB,MARCACAO,Autorizado,92144.78
MT,MARCELANDIA,Autorizado,103284.94
RS,MARCELINO RAMOS,Autorizado,58310.76
RN,MARCELINO VIEIRA,Autorizado,89096.49
BA,MARCIONILIO SOUZA,Autorizado,115931.04
CE,MARCO,Autorizado,269014.31
PI,MARCOLANDIA,Autorizado,85780.32
PI,MARCOS PARENTE,Autorizado,57768.89
PR,MARECHAL CANDIDO RONDON,Autorizado,496237.57
AL,MARECHAL DEODORO,Autorizado,489911
ES,MARECHAL FLORIANO,Autorizado,178793.65
AC,MARECHAL THAUMATURGO,Autorizado,176935.48
SC,MAREMA,Não Cadastrado,38252.42
PB,MARI,Autorizado,214787.58
MG,MARIA DA FE,Autorizado,150144.16
PR,MARIA HELENA,Autorizado,72009.08
PR,MARIALVA,Autorizado,338788.08
MG,MARIANA,Autorizado,555569.27
RS,MARIANA PIMENTEL,Em Elaboração,55907.22
RS,MARIANO MORO,Autorizado,42711.92
TO,MARIANOPOLIS DO TOCANTINS,Autorizado,61448.55
SP,MARIAPOLIS,Autorizado,58294.34
AL,MARIBONDO,Autorizado,135935.23
RJ,MARICA,Autorizado,1392786.77
MG,MARILAC,Autorizado,60077.58
ES,MARILANDIA,Autorizado,130719.39
PR,MARILANDIA DO SUL,Autorizado,94174.42
PR,MARILENA,Autorizado,82399.07
SP,MARILIA,Autorizado,1925221.57
PR,MARILUZ,Autorizado,115889.25
PR,MARINGA,Autorizado,3306605.3
SP,MARINOPOLIS,Autorizado,44461.78
MG,MARIO CAMPOS,Autorizado,162577.52
PR,MARIOPOLIS,Autorizado,79365.18
PR,MARIPA,Autorizado,71794.36
MG,MARIPA DE MINAS,Autorizado,52603.74
PA,MARITUBA,Autorizado,1088609.88
PB,MARIZOPOLIS,Autorizado,77896.63
MG,MARLIERIA,Autorizado,59738.18
PR,MARMELEIRO,Autorizado,155239.37
MG,MARMELOPOLIS,Autorizado,50532.63
RS,MARQUES DE SOUZA,Autorizado,56523.69
PR,MARQUINHO,Autorizado,62935.15
MG,MARTINHO CAMPOS,Autorizado,135920.69
CE,MARTINOPOLE,Autorizado,122612.87
SP,MARTINOPOLIS,Autorizado,255359.62
RN,MARTINS,Autorizado,92317.37
MG,MARTINS SOARES,Autorizado,91670.1
SE,MARUIM,Autorizado,180716.24
PR,MARUMBI,Autorizado,65657.3
GO,MARZAGAO,Autorizado,44238.86
BA,MASCOTE,Autorizado,149573.64
CE,MASSAPE,Autorizado,370602.7
PI,MASSAPE DO PIAUI,Autorizado,70998.82
SC,MASSARANDUBA,Autorizado,172951.86
PB,MASSARANDUBA,Autorizado,150113.55
RS,MATA,Autorizado,61919.56
BA,MATA DE SAO JOAO,Autorizado,440486.19
AL,MATA GRANDE,Autorizado,253365.95
MA,MATA ROMA,Autorizado,173002.66
MG,MATA VERDE,Autorizado,92085.71
SP,MATAO,Autorizado,721892.5
PB,MATARACA,Autorizado,91424.41
TO,MATEIROS,Autorizado,43723.21
PR,MATELANDIA,Autorizado,193058.48
MG,MATERLANDIA,Autorizado,62404.96
MG,MATEUS LEME,Autorizado,303959.41
MG,MATHIAS LOBATO,Autorizado,53691.19
MG,MATIAS BARBOSA,Autorizado,154348.64
MG,MATIAS CARDOSO,Autorizado,121118.4
PI,MATIAS OLIMPIO,Autorizado,111088.24
BA,MATINA,Autorizado,129798.23
MA,MATINHA,Autorizado,217811.29
PB,MATINHAS,Autorizado,62928.13
PR,MATINHOS,Autorizado,336031.28
MG,MATIPO,Autorizado,195932.02
RS,MATO CASTELHANO,Autorizado,46563.14
PB,MATO GROSSO,Autorizado,51956.26
RS,MATO LEITAO,Autorizado,60998.31
RS,MATO QUEIMADO,Autorizado,40107.48
PR,MATO RICO,Autorizado,55031.8
MG,MATO VERDE,Autorizado,128093.55
MA,MATOES,Autorizado,308731.36
MA,MATOES DO NORTE,Autorizado,174346.43
SC,MATOS COSTA,Autorizado,43371.24
MG,MATOZINHOS,Autorizado,361932.14
GO,MATRINCHA,Autorizado,58493.92
AL,MATRIZ DE CAMARAGIBE,Autorizado,249396.97
MT,MATUPA,Autorizado,167786.75
PB,MATUREIA,Autorizado,77903.57
MG,MATUTINA,Autorizado,57680.95
SP,MAUA,Autorizado,3583991.79
PR,MAUA DA SERRA,Autorizado,120509.33
AM,MAUES,Autorizado,560387.6
GO,MAURILANDIA,Autorizado,148514.02
TO,MAURILANDIA DO TOCANTINS,Autorizado,48551.1
CE,MAURITI,Autorizado,444043.77
RN,MAXARANGUAPE,Autorizado,129974.98
RS,MAXIMILIANO DE ALMEIDA,Autorizado,58414.67
AP,MAZAGAO,Autorizado,186625.79
MG,MEDEIROS,Autorizado,58567.57
BA,MEDEIROS NETO,Autorizado,223806.79
PR,MEDIANEIRA,Autorizado,436031.25
PA,MEDICILANDIA,Autorizado,289783.76
MG,MEDINA,Autorizado,207035.45
SC,MELEIRO,Autorizado,74866.77
PA,MELGACO,Autorizado,252295.81
RJ,MENDES,Autorizado,182412.97
MG,MENDES PIMENTEL,Autorizado,76473.01
SP,MENDONCA,Autorizado,68961.38
PR,MERCEDES,Autorizado,72175.31
MG,MERCES,Autorizado,117066.3
SP,MERIDIANO,Autorizado,56320.23
CE,MERUOCA,Autorizado,160540.8
SP,MESOPOLIS,Autorizado,43090.3
RJ,MESQUITA,Autorizado,1457537.22
MG,MESQUITA,Autorizado,69844.19
AL,MESSIAS,Autorizado,193627.14
RN,MESSIAS TARGINO,Autorizado,63744.89
PI,MIGUEL ALVES,Autorizado,304901.66
BA,MIGUEL CALMON,Autorizado,255842.39
PI,MIGUEL LEAO,Autorizado,34862.4
RJ,MIGUEL PEREIRA,Autorizado,239327.02
SP,MIGUELOPOLIS,Autorizado,215529.16
BA,MILAGRES,Autorizado,119262.76
CE,MILAGRES,Autorizado,266181.29
MA,MILAGRES DO MARANHAO,Autorizado,86092.6
CE,MILHA,Autorizado,134540.62
PI,MILTON BRANDAO,Autorizado,72017.03
GO,MIMOSO DE GOIAS,Não Cadastrado,46399.98
ES,MIMOSO DO SUL,Autorizado,250714.81
GO,MINACU,Autorizado,273704.81
AL,MINADOR DO NEGRAO,Autorizado,70592.65
RS,MINAS DO LEAO,Autorizado,85262.4
MG,MINAS NOVAS,Autorizado,303114.35
MG,MINDURI,Autorizado,58775.38
GO,MINEIROS,Autorizado,595499.32
SP,MINEIROS DO TIETE,Autorizado,130084.45
RO,MINISTRO ANDREAZZA,Autorizado,95785.27
SP,MIRA ESTRELA,Autorizado,51554.69
MG,MIRABELA,Autorizado,147595.15
SP,MIRACATU,Autorizado,194963.88
RJ,MIRACEMA,Autorizado,249800.14
TO,MIRACEMA DO TOCANTINS,Autorizado,171134.44
PR,MIRADOR,Autorizado,48368.37
MA,MIRADOR,Autorizado,200175.97
MG,MIRADOURO,Autorizado,117364.14
RS,MIRAGUAI,Autorizado,62882.35
MG,MIRAI,Autorizado,158359.18
CE,MIRAIMA,Autorizado,151231.36
MS,MIRANDA,Autorizado,270391.37
MA,MIRANDA DO NORTE,Autorizado,265183.03
PE,MIRANDIBA,Autorizado,162671.53
SP,MIRANDOPOLIS,Autorizado,276506.74
BA,MIRANGABA,Autorizado,195144.24
TO,MIRANORTE,Autorizado,126550.71
BA,MIRANTE,Autorizado,90385.71
RO,MIRANTE DA SERRA,Autorizado,104305.06
SP,MIRANTE DO PARANAPANEMA,Autorizado,187372.25
PR,MIRASELVA,Autorizado,45639.26
SP,MIRASSOL,Autorizado,530585.43
MT,MIRASSOL D'OESTE,Autorizado,253116.73
SP,MIRASSOLANDIA,Autorizado,64306.69
MG,MIRAVANIA,Autorizado,66034.52
SC,MIRIM DOCE,Autorizado,42089.78
MA,MIRINZAL,Autorizado,149645.55
PR,MISSAL,Autorizado,118514.46
CE,MISSAO VELHA,Autorizado,333554.47
PA,MOCAJUBA,Autorizado,286805.3
SP,MOCOCA,Autorizado,598074.06
SC,MODELO,Autorizado,55735.32
MG,MOEDA,Autorizado,66096.87
MG,MOEMA,Autorizado,84390.19
PB,MOGEIRO,Autorizado,133780.73
SP,MOGI DAS CRUZES,Autorizado,3402942.59
SP,MOGI GUACU,Autorizado,1304991.47
GO,MOIPORA,Autorizado,38752.93
SE,MOITA BONITA,Autorizado,119154.51
SP,MOJI MIRIM,Autorizado,801329.66
PA,MOJU,Autorizado,698600.63
PA,MOJUI DOS CAMPOS,Autorizado,153859.28
CE,MOMBACA,Autorizado,402299.11
SP,MOMBUCA,Autorizado,54311.5
MA,MONCAO,Autorizado,307269.84
SP,MONCOES,Autorizado,45660.09
SC,MONDAI,Autorizado,118630.65
SP,MONGAGUA,Autorizado,515339.82
MG,MONJOLOS,Não Cadastrado,46951.55
PI,MONSENHOR GIL,Autorizado,108206.76
PI,MONSENHOR HIPOLITO,Autorizado,80204.37
MG,MONSENHOR PAULO,Autorizado,92529.01
CE,MONSENHOR TABOSA,Autorizado,184982.5
PB,MONTADAS,Autorizado,71780.41
MG,MONTALVANIA,Autorizado,154314.02
ES,MONTANHA,Autorizado,191351.7
RN,MONTANHAS,Autorizado,119252.49
RS,MONTAURI,Autorizado,38853.76
RN,MONTE ALEGRE,Autorizado,220085.53
PA,MONTE ALEGRE,Autorizado,494122.9
GO,MONTE ALEGRE DE GOIAS,Autorizado,89234.49
MG,MONTE ALEGRE DE MINAS,Autorizado,211523.93
SE,MONTE ALEGRE DE SERGIPE,Autorizado,156657.7
PI,MONTE ALEGRE DO PIAUI,Autorizado,108587.71
SP,MONTE ALEGRE DO SUL,Autorizado,86575.91
RS,MONTE ALEGRE DOS CAMPOS,Não Cadastrado,51370.24
SP,MONTE ALTO,Autorizado,463195.9
SP,MONTE APRAZIVEL,Autorizado,247463.22
MG,MONTE AZUL,Autorizado,205947.97
SP,MONTE AZUL PAULISTA,Autorizado,190925.64
MG,MONTE BELO,Autorizado,133440.96
RS,MONTE BELO DO SUL,Autorizado,46362.27
SC,MONTE CARLO,Não Cadastrado,95341.99
MG,MONTE CARMELO,Autorizado,438897.37
SC,MONTE CASTELO,Autorizado,83691.33
SP,MONTE CASTELO,Autorizado,58765.34
RN,MONTE DAS GAMELEIRAS,Autorizado,45721.71
TO,MONTE DO CARMO,Autorizado,81189.54
MG,MONTE FORMOSO,Autorizado,66034.52
PB,MONTE HOREBE,Autorizado,65276.25
SP,MONTE MOR,Autorizado,547059.19
RO,MONTE NEGRO,Autorizado,149736.17
BA,MONTE SANTO,Autorizado,461937.84
MG,MONTE SANTO DE MINAS,Autorizado,212597.56
TO,MONTE SANTO DO TOCANTINS,Autorizado,40523.09
MG,MONTE SIAO,Autorizado,242205.14
PB,MONTEIRO,Autorizado,317170.13
SP,MONTEIRO LOBATO,Autorizado,62734.32
AL,MONTEIROPOLIS,Autorizado,83448.56
RS,MONTENEGRO,Autorizado,574041.46
MA,MONTES ALTOS,Autorizado,89985.38
MG,MONTES CLAROS,Autorizado,3185917.07
GO,MONTES CLAROS DE GOIAS,Não Cadastrado,84233.42
MG,MONTEZUMA,Autorizado,89862.27
GO,MONTIVIDIU,Autorizado,144129.45
GO,MONTIVIDIU DO NORTE,Autorizado,59997.02
CE,MORADA NOVA,Autorizado,557414.44
MG,MORADA NOVA DE MINAS,Autorizado,93852
CE,MORAUJO,Autorizado,93883.44
PE,MOREILANDIA,Autorizado,122037.18
PR,MOREIRA SALES,Autorizado,127242.05
PE,MORENO,Autorizado,573807.81
RS,MORMACO,Não Cadastrado,50691.43
BA,MORPARA,Autorizado,91854.15
PR,MORRETES,Autorizado,169632.98
CE,MORRINHOS,Autorizado,223536.32
GO,MORRINHOS,Autorizado,420454.42
RS,MORRINHOS DO SUL,Autorizado,48973.61
SP,MORRO AGUDO,Autorizado,312479.06
GO,MORRO AGUDO DE GOIAS,Não Cadastrado,43920.22
PI,MORRO CABECA NO TEMPO,Autorizado,57637.28
SC,MORRO DA FUMACA,Autorizado,178250.76
MG,MORRO DA GARCA,Autorizado,48537.77
BA,MORRO DO CHAPEU,Autorizado,334044.25
PI,MORRO DO CHAPEU DO PIAUI,Autorizado,73554.76
MG,MORRO DO PILAR,Autorizado,53476.48
SC,MORRO GRANDE,Autorizado,46432.8
RS,MORRO REDONDO,Autorizado,74726.95
RS,MORRO REUTER,Autorizado,74456.81
MA,MORROS,Autorizado,190915.02
BA,MORTUGABA,Autorizado,127747.92
SP,MORUNGABA,Autorizado,146378.11
GO,MOSSAMEDES,Autorizado,57101.66
RN,MOSSORO,Autorizado,2436857.41
RS,MOSTARDAS,Autorizado,127868.8
SP,MOTUCA,Autorizado,63371.58
GO,MOZARLANDIA,Autorizado,158966.34
PA,MUANA,Autorizado,361080.78
RR,MUCAJAI,Autorizado,152342.92
CE,MUCAMBO,Autorizado,155359.65
BA,MUCUGE,Autorizado,93578.9
RS,MUCUM,Autorizado,63353.37
BA,MUCURI,Autorizado,395400.73
ES,MUCURICI,Autorizado,67906.82
RS,MUITOS CAPOES,Autorizado,51003.13
RS,MULITERNO,Autorizado,42116.21
PB,MULUNGU,Autorizado,100567.61
CE,MULUNGU,Autorizado,120181.63
BA,MULUNGU DO MORRO,Autorizado,116706.82
MS,MUNDO NOVO,Autorizado,191696.21
BA,MUNDO NOVO,Autorizado,265415.05
GO,MUNDO NOVO,Autorizado,60010.88
MG,MUNHOZ,Autorizado,73106.65
PR,MUNHOZ DE MELO,Autorizado,61210.4
BA,MUNIZ FERREIRA,Autorizado,84844.37
ES,MUNIZ FREIRE,Autorizado,179036.08
BA,MUQUEM DE SAO FRANCISCO,Autorizado,123702.76
ES,MUQUI,Autorizado,158122.92
MG,MURIAE,Autorizado,931637.47
SE,MURIBECA,Autorizado,83355.26
AL,MURICI,Autorizado,275725.24
PI,MURICI DOS PORTELAS,Autorizado,90407.35
TO,MURICILANDIA,Autorizado,49610.89
BA,MURITIBA,Autorizado,292165.63
SP,MURUTINGA DO SUL,Autorizado,61252.02
BA,MUTUIPE,Autorizado,221029.21
MG,MUTUM,Autorizado,260893.31
GO,MUTUNOPOLIS,Autorizado,54531.89
MG,MUZAMBINHO,Autorizado,205795.56
MG,NACIP RAYDAN,Autorizado,54134.51
SP,NANTES,Autorizado,52178.11
MG,NANUQUE,Autorizado,376575.13
RS,NAO-ME-TOQUE,Autorizado,181787.35
MG,NAQUE,Autorizado,81030.77
SP,NARANDIBA,Autorizado,64195.87
RN,NATAL,Autorizado,7359151.92
MG,NATALANDIA,Autorizado,54723.28
MG,NATERCIA,Autorizado,64566.07
RJ,NATIVIDADE,Autorizado,150192.58
TO,NATIVIDADE,Autorizado,88628.79
SP,NATIVIDADE DA SERRA,Autorizado,75791.09
PB,NATUBA,Autorizado,114462.27
SC,NAVEGANTES,Autorizado,717313.81
MS,NAVIRAI,Autorizado,506768.96
BA,NAZARE,Autorizado,275860.46
TO,NAZARE,Autorizado,50642.94
PE,NAZARE DA MATA,Autorizado,314276.3
PI,NAZARE DO PIAUI,Autorizado,76893.41
SP,NAZARE PAULISTA,Autorizado,190496.19
MG,NAZARENO,Autorizado,92154.98
PB,NAZAREZINHO,Autorizado,81927.95
PI,NAZARIA,Autorizado,86071.24
GO,NAZARIO,Autorizado,93501.3
SE,NEOPOLIS,Autorizado,190136.52
MG,NEPOMUCENO,Autorizado,260456.92
GO,NEROPOLIS,Autorizado,290418.86
SP,NEVES PAULISTA,Autorizado,91673.94
AM,NHAMUNDA,Autorizado,201441.07
SP,NHANDEARA,Autorizado,120054.63
RS,NICOLAU VERGUEIRO,Autorizado,40495.38
BA,NILO PECANHA,Autorizado,153293.24
RJ,NILOPOLIS,Autorizado,1359711.92
MA,NINA RODRIGUES,Autorizado,148031.65
MG,NINHEIRA,Autorizado,114157.09
MS,NIOAQUE,Autorizado,148056.95
SP,NIPOA,Autorizado,67181.24
GO,NIQUELANDIA,Autorizado,421209.43
RN,NISIA FLORESTA,Autorizado,269130.46
RJ,NITEROI,Autorizado,3812361.16
MT,NOBRES,Autorizado,147796.07
RS,NONOAI,Autorizado,118767.17
BA,NORDESTINA,Autorizado,146650.59
RR,NORMANDIA,Autorizado,97756.89
MT,NORTELANDIA,Não Cadastrado,65534.27
SE,NOSSA SENHORA APARECIDA,Autorizado,91452.54
SE,NOSSA SENHORA DA GLORIA,Autorizado,352275.69
SE,NOSSA SENHORA DAS DORES,Autorizado,257528.3
PR,NOSSA SENHORA DAS GRACAS,Autorizado,61037.22
SE,NOSSA SENHORA DE LOURDES,Autorizado,75431.17
PI,NOSSA SENHORA DE NAZARE,Autorizado,60297.11
MT,NOSSA SENHORA DO LIVRAMENTO,Autorizado,123967.95
SE,NOSSA SENHORA DO SOCORRO,Autorizado,1625712.16
PI,NOSSA SENHORA DOS REMEDIOS,Autorizado,86895.53
SP,NOVA ALIANCA,Não Cadastrado,79510.7
PR,NOVA ALIANCA DO IVAI,Autorizado,44073.82
RS,NOVA ALVORADA,Autorizado,54563.44
MS,NOVA ALVORADA DO SUL,Autorizado,222097.36
GO,NOVA AMERICA,Autorizado,44924.6
PR,NOVA AMERICA DA COLINA,Autorizado,56985.15
MS,NOVA ANDRADINA,Autorizado,503811.29
RS,NOVA ARACA,Autorizado,62820.02
PR,NOVA AURORA,Autorizado,114531.61
GO,NOVA AURORA,Autorizado,44051.84
MT,NOVA BANDEIRANTES,Autorizado,152783.27
RS,NOVA BASSANO,Autorizado,98831.77
MG,NOVA BELEM,Autorizado,53067.79
RS,NOVA BOA VISTA,Autorizado,40938.67
MT,NOVA BRASILANDIA,Autorizado,50281.76
RO,NOVA BRASILANDIA D'OESTE,Autorizado,187402.47
RS,NOVA BRESCIA,Autorizado,52118.32
SP,NOVA CAMPINA,Não Cadastrado,98912.29
BA,NOVA CANAA,Autorizado,180452.78
MT,NOVA CANAA DO NORTE,Autorizado,122464.87
SP,NOVA CANAA PAULISTA,Autorizado,42543.1
RS,NOVA CANDELARIA,Autorizado,47491.31
PR,NOVA CANTU,Autorizado,66703.24
SP,NOVA CASTILHO,Autorizado,38844.25
MA,NOVA COLINAS,Autorizado,65084.04
GO,NOVA CRIXAS,Autorizado,128270.27
RN,NOVA CRUZ,Autorizado,354420.06
MG,NOVA ERA,Autorizado,185029.42
SC,NOVA ERECHIM,Autorizado,62218.69
PR,NOVA ESPERANCA,Autorizado,272001.43
PA,NOVA ESPERANCA DO PIRIA,Autorizado,198350.12
PR,NOVA ESPERANCA DO SUDOESTE,Autorizado,67998.54
RS,NOVA ESPERANCA DO SUL,Autorizado,66802.86
SP,NOVA EUROPA,Autorizado,119666.73
PR,NOVA FATIMA,Autorizado,89512.75
BA,NOVA FATIMA,Autorizado,87379.53
PB,NOVA FLORESTA,Autorizado,115605.15
RJ,NOVA FRIBURGO,Autorizado,1558999.03
GO,NOVA GLORIA,Autorizado,84413.52
SP,NOVA GRANADA,Autorizado,211310.82
MT,NOVA GUARITA,Não Cadastrado,55483.69
SP,NOVA GUATAPORANGA,Autorizado,46068.77
RS,NOVA HARTZ,Autorizado,211301.88
BA,NOVA IBIA,Autorizado,78291.75
RJ,NOVA IGUACU,Autorizado,5948593.37
GO,NOVA IGUACU DE GOIAS,Autorizado,48921.28
SP,NOVA INDEPENDENCIA,Autorizado,58550.62
MA,NOVA IORQUE,Autorizado,59632.74
PA,NOVA IPIXUNA,Autorizado,167235.52
SC,NOVA ITABERABA,Autorizado,56427.99
BA,NOVA ITARANA,Autorizado,90829
MT,NOVA LACERDA,Autorizado,72481.73
PR,NOVA LARANJEIRAS,Autorizado,123751
MG,NOVA LIMA,Autorizado,833622.1
PR,NOVA LONDRINA,Autorizado,135706.42
SP,NOVA LUZITANIA,Autorizado,59118.59
RO,NOVA MAMORE,Autorizado,283431.97
MT,NOVA MARILANDIA,Autorizado,48037.54
MT,NOVA MARINGA,Não Cadastrado,87685.76
MG,NOVA MODICA,Autorizado,56399.52
MT,NOVA MONTE VERDE,Autorizado,89895.36
MT,NOVA MUTUM,Autorizado,417210.54
MT,NOVA NAZARE,Autorizado,52754.59
SP,NOVA ODESSA,Autorizado,547121.52
MT,NOVA OLIMPIA,Não Cadastrado,194128.85
PR,NOVA OLIMPIA,Autorizado,73761.52
PB,NOVA OLINDA,Autorizado,72376.08
CE,NOVA OLINDA,Autorizado,163927.94
TO,NOVA OLINDA,Autorizado,115904.44
MA,NOVA OLINDA DO MARANHAO,Autorizado,201443.55
AM,NOVA OLINDA DO NORTE,Autorizado,344414.26
RS,NOVA PADUA,Autorizado,46701.66
RS,NOVA PALMA,Autorizado,74103.57
PB,NOVA PALMEIRA,Autorizado,66273.71
RS,NOVA PETROPOLIS,Autorizado,208323.42
MG,NOVA PONTE,Autorizado,164184.53
MG,NOVA PORTEIRINHA,Autorizado,83725.23
RS,NOVA PRATA,Autorizado,261638.66
PR,NOVA PRATA DO IGUACU,Autorizado,117364.63
RS,NOVA RAMADA,Autorizado,44152.66
BA,NOVA REDENCAO,Autorizado,96356.49
MG,NOVA RESENDE,Autorizado,170356.18
GO,NOVA ROMA,Autorizado,50784.56
RS,NOVA ROMA DO SUL,Autorizado,54875.14
TO,NOVA ROSALANDIA,Autorizado,54632.71
CE,NOVA RUSSAS,Autorizado,312227.26
PR,NOVA SANTA BARBARA,Autorizado,63080.6
MT,NOVA SANTA HELENA,Não Cadastrado,50967.49
PI,NOVA SANTA RITA,Autorizado,56702.17
RS,NOVA SANTA RITA,Autorizado,278685.19
PR,NOVA SANTA ROSA,Autorizado,90835.75
MG,NOVA SERRANA,Autorizado,919474.23
BA,NOVA SOURE,Autorizado,264680.82
PR,NOVA TEBAS,Autorizado,69647.07
PA,NOVA TIMBOTEUA,Autorizado,149453.94
SC,NOVA TRENTO,Autorizado,148063.14
MT,NOVA UBIRATA,Autorizado,119805.03
RO,NOVA UNIAO,Não Cadastrado,69942.77
MG,NOVA UNIAO,Autorizado,71575.86
ES,NOVA VENECIA,Autorizado,461651.96
SC,NOVA VENEZA,Autorizado,151561.1
GO,NOVA VENEZA,Autorizado,108688.59
BA,NOVA VICOSA,Autorizado,416429.88
MT,NOVA XAVANTINA,Autorizado,200189.69
SP,NOVAIS,Autorizado,71863.67
TO,NOVO ACORDO,Autorizado,55339.22
AM,NOVO AIRAO,Autorizado,192332.51
TO,NOVO ALEGRE,Autorizado,40668.56
AM,NOVO ARIPUANA,Autorizado,242735.49
RS,NOVO BARREIRO,Autorizado,57936.72
GO,NOVO BRASIL,Autorizado,47785.32
RS,NOVO CABRAIS,Autorizado,58359.25
MG,NOVO CRUZEIRO,Autorizado,301936.83
GO,NOVO GAMA,Autorizado,990630.36
RS,NOVO HAMBURGO,Autorizado,1960662.01
BA,NOVO HORIZONTE,Autorizado,131834.66
SC,NOVO HORIZONTE,Autorizado,42844.81
